3.5, 168
3.5, 43
2.5, 115
4.0, 15
2.5, 142
3.0, 55
3.5, 32
3.5, 24
4.0, 63
3.5, 28
3.5, 33
3.0, 52
4.0, 72
3.5, 126
3.5, 35
3.5, 40
3.5, 28
3.5, 143
3.5, 75
4.5, 84
3.0, 60
3.0, 49
4.0, 24
3.0, 61
4.0, 79
3.5, 23
3.0, 69
4.0, 116
3.5, 25
2.5, 65
3.0, 53
4.0, 100
4.0, 19
3.5, 237
4.5, 62
2.5, 92
4.5, 9
3.5, 28
3.0, 36
3.0, 58
4.0, 109
3.5, 57
3.0, 32
3.0, 35
3.5, 47
2.0, 100
3.0, 49
3.0, 37
3.5, 29
3.0, 59
4.0, 16
3.5, 108
3.5, 113
2.5, 62
4.0, 14
3.0, 55
3.5, 27
3.5, 68
3.0, 119
3.5, 21
3.0, 121
3.5, 63
2.5, 53
2.5, 53
3.5, 16
3.0, 193
3.5, 17
3.0, 29
3.5, 37
3.5, 14
2.5, 56
4.0, 10
3.5, 90
2.5, 37
4.0, 10
3.5, 73
2.5, 55
3.5, 82
3.5, 108
2.0, 80
3.0, 32
4.5, 40
3.0, 254
4.5, 36
3.5, 19
3.5, 14
3.0, 156
4.0, 13
3.5, 20
2.5, 61
3.5, 20
3.0, 31
4.0, 34
3.5, 79
2.5, 52
3.5, 14
2.5, 30
3.5, 77
3.5, 14
3.5, 12
4.0, 12
2.5, 38
3.5, 42
3.0, 28
4.5, 20
4.0, 47
4.0, 10
3.5, 38
3.5, 69
4.0, 57
3.5, 63
3.0, 25
3.5, 18
4.5, 6
3.5, 22
3.0, 28
3.5, 101
3.5, 13
4.0, 7
4.0, 30
4.5, 5
4.5, 7
2.5, 34
3.5, 47
2.0, 67
3.0, 18
4.5, 19
3.0, 20
4.5, 29
4.0, 37
3.0, 18
4.0, 38
3.0, 24
3.5, 40
3.5, 13
4.0, 39
2.5, 46
3.5, 108
3.0, 86
4.0, 9
3.5, 11
3.5, 12
2.0, 90
3.5, 35
3.0, 42
2.5, 44
3.5, 54
4.0, 16
3.5, 38
3.5, 32
4.5, 17
3.5, 35
3.5, 53
3.5, 40
3.0, 17
4.0, 20
3.0, 110
4.0, 16
3.5, 13
3.5, 31
3.5, 67
3.0, 45
3.5, 14
3.0, 65
4.0, 36
4.5, 5
3.0, 17
3.5, 39
4.0, 7
3.5, 12
3.5, 52
3.5, 40
3.0, 55
4.0, 21
3.5, 35
3.5, 70
3.0, 35
3.0, 15
5.0, 5
3.5, 44
2.5, 28
3.0, 12
3.5, 66
3.0, 101
4.0, 13
3.0, 19
2.5, 36
4.5, 26
2.5, 30
3.5, 52
3.5, 13
3.5, 30
2.5, 27
2.0, 40
2.5, 82
3.5, 35
2.5, 19
4.0, 39
4.0, 8
3.5, 9
3.5, 48
3.5, 27
3.0, 37
4.0, 23
3.0, 95
4.5, 4
3.0, 112
4.0, 21
3.0, 27
2.5, 23
3.0, 47
3.0, 14
2.5, 23
3.5, 49
3.0, 47
4.0, 5
3.5, 30
4.5, 10
4.0, 25
3.0, 11
3.5, 50
2.0, 31
2.5, 22
2.0, 155
2.5, 73
3.5, 31
4.0, 26
3.5, 35
3.5, 31
1.5, 51
3.0, 46
3.5, 13
4.5, 8
2.5, 18
3.5, 11
3.0, 52
3.5, 37
3.5, 47
2.5, 16
3.0, 14
4.0, 20
2.0, 30
3.5, 23
2.5, 81
4.5, 24
4.0, 43
4.0, 19
3.5, 7
4.5, 5
4.5, 10
2.0, 32
3.5, 49
3.5, 26
3.5, 41
3.0, 12
3.5, 27
3.5, 17
3.5, 47
4.5, 3
3.5, 14
4.0, 30
4.0, 12
3.5, 8
4.0, 26
3.0, 10
3.0, 93
2.5, 57
3.5, 35
3.5, 24
3.5, 19
3.5, 22
3.5, 14
3.5, 41
3.0, 41
1.5, 38
3.5, 25
3.0, 13
2.5, 66
2.0, 21
2.0, 28
3.5, 46
4.0, 23
4.5, 10
3.5, 6
4.0, 5
3.0, 15
2.5, 12
4.0, 23
4.0, 21
4.0, 15
4.0, 22
3.5, 17
4.0, 23
4.0, 12
2.5, 20
3.0, 48
4.5, 3
3.0, 9
3.0, 56
4.0, 16
3.0, 11
4.0, 22
3.0, 20
3.0, 46
3.0, 48
3.0, 32
3.0, 17
4.0, 19
2.0, 41
3.5, 19
4.5, 9
4.0, 4
3.5, 5
3.5, 21
2.5, 12
3.0, 41
3.5, 24
3.0, 43
3.5, 24
4.0, 12
2.0, 19
3.0, 44
3.5, 24
3.5, 14
3.5, 13
3.5, 6
2.0, 21
3.0, 33
2.5, 14
3.5, 16
2.0, 15
3.0, 46
3.5, 21
4.0, 10
2.5, 11
4.0, 17
3.5, 17
4.0, 15
2.5, 44
3.0, 15
3.0, 18
4.0, 19
3.0, 59
3.0, 27
3.5, 16
3.0, 22
4.0, 4
4.0, 3
3.5, 26
3.5, 15
4.0, 5
3.0, 25
2.5, 11
3.5, 16
2.5, 44
2.5, 40
3.5, 16
3.0, 6
3.5, 4
4.5, 5
3.0, 14
2.5, 9
3.5, 17
2.0, 32
3.0, 15
3.5, 9
3.5, 22
2.5, 66
3.0, 8
5.0, 4
3.5, 20
3.5, 28
4.0, 11
4.0, 7
3.5, 3
4.0, 13
5.0, 5
3.0, 33
3.0, 42
2.5, 7
3.5, 3
5.0, 6
4.0, 11
4.0, 10
4.0, 12
3.0, 38
4.0, 13
2.5, 17
5.0, 4
3.0, 7
3.0, 25
2.5, 18
5.0, 4
2.5, 41
3.0, 21
3.5, 4
4.0, 2
3.5, 3
3.0, 21
4.0, 3
3.5, 17
3.5, 10
4.0, 2
3.0, 22
3.0, 16
3.0, 28
3.0, 14
3.0, 17
2.5, 7
3.5, 20
3.0, 33
5.0, 1
2.0, 12
3.5, 4
3.0, 20
5.0, 1
2.5, 42
5.0, 1
4.0, 8
5.0, 1
4.0, 2
3.5, 3
4.0, 2
2.5, 71
3.5, 3
2.0, 13
4.0, 11
5.0, 1
5.0, 1
3.5, 3
3.0, 17
3.5, 14
5.0, 1
3.0, 5
4.0, 11
3.5, 3
2.5, 29
3.0, 7
3.5, 13
3.5, 15
3.0, 18
3.5, 13
3.0, 5
2.5, 23
5.0, 1
4.0, 9
3.0, 23
3.5, 14
3.0, 27
3.0, 14
3.0, 11
3.5, 11
3.5, 20
2.5, 7
2.5, 32
3.0, 3
3.0, 19
3.0, 3
3.5, 12
4.0, 8
3.0, 28
3.0, 21
3.0, 20
2.5, 13
3.5, 7
3.5, 2
3.5, 7
3.5, 12
3.5, 18
2.5, 55
2.5, 6
2.5, 33
2.5, 30
3.0, 23
3.0, 23
3.0, 18
3.0, 14
2.5, 6
4.0, 8
3.0, 15
3.0, 4
2.5, 4
3.0, 13
3.0, 14
3.0, 13
3.0, 12
3.5, 11
3.0, 17
4.0, 1
3.0, 19
2.5, 3
5.0, 3
2.5, 4
4.0, 9
2.5, 26
3.0, 17
2.0, 34
3.0, 12
3.0, 24
2.5, 3
4.5, 2
4.0, 1
3.5, 4
2.5, 4
3.5, 6
4.5, 5
3.5, 8
3.5, 8
3.5, 12
4.0, 6
4.0, 1
3.0, 6
4.0, 1
4.0, 1
2.5, 13
4.0, 1
2.5, 19
4.0, 1
3.5, 9
4.0, 1
2.0, 29
4.5, 4
4.0, 1
3.0, 6
2.5, 5
3.0, 9
3.0, 20
3.5, 7
2.5, 3
3.0, 18
3.5, 8
4.5, 3
3.5, 8
4.0, 2
3.5, 6
2.5, 17
2.0, 4
2.5, 18
3.5, 12
3.5, 8
2.5, 14
2.5, 2
2.5, 14
3.0, 11
2.5, 18
2.5, 2
3.0, 10
2.5, 2
2.5, 21
2.5, 20
3.0, 9
3.5, 6
3.0, 12
2.5, 15
4.0, 5
2.5, 14
2.5, 3
3.0, 11
4.0, 7
4.0, 5
2.0, 2
3.5, 6
3.0, 1
3.0, 8
4.5, 3
4.0, 6
3.0, 7
2.5, 13
2.5, 13
2.5, 19
3.5, 7
4.0, 9134
4.0, 10899
4.0, 4949
4.0, 5510
4.0, 4093
4.0, 3606
4.0, 5232
4.0, 4564
4.0, 4104
4.0, 4007
4.0, 2787
4.0, 5810
4.0, 2858
4.0, 2595
4.0, 3305
4.0, 2356
4.0, 2513
4.0, 2394
4.0, 2290
4.0, 2337
4.0, 3166
4.0, 2914
4.0, 3088
4.0, 3779
4.0, 1882
4.0, 2014
4.0, 2210
4.0, 1952
4.0, 3224
4.0, 2019
4.0, 1771
4.0, 2509
4.0, 3021
4.0, 2227
4.0, 1888
4.0, 1857
4.0, 2246
4.0, 2711
4.0, 2897
4.0, 1742
4.0, 1694
4.0, 2214
4.0, 1794
4.0, 2960
4.0, 2455
3.5, 4439
4.0, 2189
4.0, 2042
4.0, 2320
4.0, 1870
4.0, 2080
4.0, 2348
4.0, 1900
4.0, 2157
4.0, 1397
4.0, 1468
4.0, 1536
4.0, 2310
4.0, 1793
4.0, 2080
4.0, 2824
4.0, 1497
4.0, 1407
4.0, 1233
4.0, 2319
4.0, 1899
4.0, 1767
4.0, 1695
4.0, 2017
4.0, 1269
4.0, 1963
4.0, 2372
4.0, 1386
4.0, 1254
4.0, 2407
4.0, 1297
4.0, 1625
4.0, 1392
4.0, 1107
3.5, 2658
4.0, 1371
4.0, 1693
4.0, 1634
4.0, 1756
4.0, 1606
4.0, 1392
4.0, 1017
4.0, 1112
4.0, 1432
4.0, 2039
